code,year,gdp_per_capita
CAN,2024,56706.824
CPV,1990,1848.7587
CPV,1991,1830.076
CPV,1992,1984.6807
CPV,1993,2111.6213
CPV,1994,2465.994
CPV,1995,2763.3972
CPV,1996,3022.8882
CPV,1997,3302.974
CPV,1998,3657.381
CPV,1999,4006.4797
CPV,2000,4510.1357
CPV,2001,4540.907
CPV,2002,4710.241
CPV,2003,4841.2656
CPV,2004,5268.303
CPV,2005,5565.7695
CPV,2006,5941.3823
CPV,2007,6767.4067
CPV,2008,7169.1396
CPV,2009,6994.574
CPV,2010,7072.1216
CPV,2011,7325.784
CPV,2012,7397.8223
CPV,2013,7440.6626
CPV,2014,7491.022
CPV,2015,7560.1367
CPV,2016,7881.303
CPV,2017,8234.56
CPV,2018,8531.13
CPV,2019,9111.63
CPV,2020,7207.8687
CPV,2021,7685.4194
CPV,2022,8850.106
CPV,2023,9228.461
CPV,2024,9848.953
CYM,2006,92213.08
CYM,2007,92343.73
CYM,2008,89380.15
CYM,2009,80631.84
CYM,2010,76294.766
CYM,2011,75094.83
CYM,2012,73982.68
CYM,2013,72988.7
CYM,2014,73051.81
CYM,2015,73315.38
CYM,2016,73941.86
CYM,2017,74599.68
CYM,2018,76124.55
CYM,2019,77476.84
CYM,2020,72183.13
CYM,2021,74160.49
CYM,2022,76818.8
CYM,2023,79675.86
CAF,1990,1481.2526
CAF,1991,1427.6902
CAF,1992,1294.2025
CAF,1993,1257.8284
CAF,1994,1278.915
CAF,1995,1334.1033
CAF,1996,1247.9688
CAF,1997,1278.4883
CAF,1998,1302.7515
CAF,1999,1313.2357
CAF,2000,1245.814
CAF,2001,1272.857
CAF,2002,1290.3832
CAF,2003,1191.8732
CAF,2004,1236.2854
CAF,2005,1219.594
CAF,2006,1251.8708
CAF,2007,1284.5529
CAF,2008,1283.2728
CAF,2009,1402.6816
CAF,2010,1479.4137
CAF,2011,1517.1484
CAF,2012,1577.9806
CAF,2013,996.89636
CAF,2014,1001.85596
CAF,2015,1043.9218
CAF,2016,1073.9448
CAF,2017,1103.8661
CAF,2018,1125.7009
CAF,2019,1145.0956
CAF,2020,1136.5706
CAF,2021,1128.5524
CAF,2022,1136.8018
CAF,2023,1132.6764
CAF,2024,1111.2194
TCD,1990,1711.3699
TCD,1991,1790.7379
TCD,1992,1853.6766
TCD,1993,1526.0543
TCD,1994,1642.5165
TCD,1995,1591.1416
TCD,1996,1555.914
TCD,1997,1588.0986
TCD,1998,1641.0571
TCD,1999,1573.5853
TCD,2000,1506.7158
TCD,2001,1626.5668
TCD,2002,1704.273
TCD,2003,1878.5858
TCD,2004,2400.97
TCD,2005,2705.8164
TCD,2006,2596.0325
TCD,2007,2613.4739
TCD,2008,2601.3613
TCD,2009,2474.7075
TCD,2010,2717.4055
TCD,2011,2741.0708
TCD,2012,2886.2747
TCD,2013,2864.113
TCD,2014,2820.678
TCD,2015,2822.5793
TCD,2016,2622.598
TCD,2017,2496.2622
TCD,2018,2552.3704
TCD,2019,2604.5315
TCD,2020,2513.0293
TCD,2021,2435.0728
TCD,2022,2449.4824
TCD,2023,2433.0989
TCD,2024,2412.866
CHL,1990,10952.655
CHL,1991,11607.53
CHL,1992,12735.602
CHL,1993,13377.306
CHL,1994,13846.349
CHL,1995,14908.035
CHL,1996,15744.738
CHL,1997,16683.906
CHL,1998,17156.973
CHL,1999,16896.125
CHL,2000,17525.271
CHL,2001,17870.3
CHL,2002,18240.201
CHL,2003,18902.871
CHL,2004,19961.984
CHL,2005,20918.527
CHL,2006,21968.537
CHL,2007,22878.883
CHL,2008,23509.781
CHL,2009,23013.582
CHL,2010,24116.77
CHL,2011,25366.27
CHL,2012,26670.498
CHL,2013,27291.357
CHL,2014,27505.049
CHL,2015,27811.375
CHL,2016,27958.729
CHL,2017,27892.994
CHL,2018,28492.662
CHL,2019,28218.535
CHL,2020,26248.562
CHL,2021,29089.85
CHL,2022,29569.479
CHL,2023,29563.678
CHL,2024,30182.787
CHN,1990,1666.9277
CHN,1991,1798.2761
CHN,1992,2030.3864
CHN,1993,2286.7598
CHN,1994,2556.6406
CHN,1995,2808.034
CHN,1996,3055.9697
CHN,1997,3305.7905
CHN,1998,3533.566
CHN,1999,3774.1377
CHN,2000,4066.0364
CHN,2001,4372.157
CHN,2002,4744.3984
CHN,2003,5192.006
CHN,2004,5684.169
CHN,2005,6298.323
CHN,2006,7057.1
CHN,2007,8013.716
CHN,2008,8743.745
CHN,2009,9518.433
CHN,2010,10476.3125
CHN,2011,11405.018
CHN,2012,12217.8545
CHN,2013,13080.829
CHN,2014,13968.581
CHN,2015,14856.78
CHN,2016,15772.765
CHN,2017,16757.973
CHN,2018,17806.791
CHN,2019,18820.514
CHN,2020,19215.154
CHN,2021,20843.297
CHN,2022,21499.383
CHN,2023,22687.076
CHN,2024,23845.62
COL,1990,9998.811
COL,1991,9996.098
COL,1992,10196.433
COL,1993,10533.115
COL,1994,10927.938
COL,1995,11279
COL,1996,11303.131
COL,1997,11483.505
COL,1998,11343.88
COL,1999,10679.709
COL,2000,10813.494
COL,2001,10823.45
COL,2002,10925.148
COL,2003,11183.291
COL,2004,11607.938
COL,2005,11999.255
COL,2006,12636.625
COL,2007,13318.304
COL,2008,13591.061
COL,2009,13586.752
COL,2010,14037.064
COL,2011,14852.37
COL,2012,15279.479
COL,2013,15912.247
COL,2014,16480.363
COL,2015,16821.38
COL,2016,17003.244
COL,2017,16986.033
COL,2018,17104.13
COL,2019,17336.771
COL,2020,15861.5
COL,2021,17383.09
COL,2022,18458.72
COL,2023,18382.998
COL,2024,18477.215
COM,1990,3114.5618
COM,1991,2852.1768
COM,1992,2999.1226
COM,1993,3019.8838
COM,1994,2848.619
COM,1995,2957.409
COM,1996,2892.0825
COM,1997,2968.0771
COM,1998,2918.133
COM,1999,2943.9202
COM,2000,2858.857
COM,2001,2952.4424
COM,2002,3023.5244
COM,2003,3023.19
COM,2004,3058.3833
COM,2005,3166.3628
COM,2006,3048.6924
COM,2007,3012.5474
COM,2008,3070.3696
COM,2009,3107.453
COM,2010,3161.3748
COM,2011,3227.2166
COM,2012,3263.163
COM,2013,3337.5986
COM,2014,3334.5752
COM,2015,3302.3862
COM,2016,3342.7668
COM,2017,3401.8523
COM,2018,3457.587
COM,2019,3451.4214
COM,2020,3377.7456
COM,2021,3377.8853
COM,2022,3399.2783
COM,2023,3434.4019
COM,2024,3482.535
COG,1990,8699.526
COG,1991,8658.161
COG,1992,8636.637
COG,1993,8302.697
COG,1994,7617.6074
COG,1995,7701.3247
COG,1996,7812.048
COG,1997,7599.0483
COG,1998,7711.6323
COG,1999,7312.3267
COG,2000,7570.583
COG,2001,7567.439
COG,2002,7729.3887
COG,2003,7577.4565
COG,2004,7577.446
COG,2005,7876.118
COG,2006,8192.58
COG,2007,7375.8247
COG,2008,7587.288
COG,2009,8138.45
COG,2010,8583.662
COG,2011,8492.421
COG,2012,9079.687
COG,2013,8798.494
COG,2014,9159.257
COG,2015,8977.707
COG,2016,8001.8257
COG,2017,7372.7705
COG,2018,7029.3364
COG,2019,6939.369
COG,2020,6350.5093
COG,2021,6263.2114
COG,2022,6205.105
COG,2023,6172.2876
COG,2024,6181.4707
CRI,1990,10953.426
CRI,1991,10920.1
CRI,1992,11626.836
CRI,1993,12144.449
CRI,1994,12385.454
CRI,1995,12593.226
CRI,1996,12467.621
CRI,1997,12856.583
CRI,1998,13481.06
CRI,1999,13760.924
CRI,2000,14018.742
CRI,2001,14250.463
CRI,2002,14495.992
CRI,2003,14891.34
CRI,2004,15323.289
CRI,2005,15703.963
CRI,2006,16620.135
CRI,2007,17743.623
CRI,2008,18334.014
CRI,2009,17932.615
CRI,2010,18660.92
CRI,2011,19254.914
CRI,2012,19960.793
CRI,2013,20232.268
CRI,2014,20724.922
CRI,2015,21254.783
CRI,2016,21925.6
CRI,2017,22622.553
CRI,2018,23005.312
CRI,2019,23364.783
CRI,2020,22211.861
CRI,2021,23852.926
CRI,2022,24831.719
CRI,2023,25979.629
CRI,2024,26973.436
CIV,1990,5255.51
CIV,1991,5052.8516
CIV,1992,4843.2935
CIV,1993,4645.4673
CIV,1994,4502.4595
CIV,1995,4638.7573
CIV,1996,4807.4243
CIV,1997,5072.597
CIV,1998,5093.132
CIV,1999,4987.357
CIV,2000,4838.3403
CIV,2001,4609.1445
CIV,2002,4368.928
CIV,2003,4060.0005
CIV,2004,4088.945
CIV,2005,4032.2458
CIV,2006,4049.2603
CIV,2007,3999.691
CIV,2008,4096.7236
CIV,2009,4151.0537
CIV,2010,4338.6523
CIV,2011,4017.4077
CIV,2012,4234.1807
CIV,2013,4597.1865
CIV,2014,4907.5747
CIV,2015,5110.8623
CIV,2016,5320.8467
CIV,2017,5556.114
CIV,2018,5670.2
CIV,2019,5894.879
CIV,2020,5787.8154
CIV,2021,6045.2046
CIV,2022,6272.264
CIV,2023,6520.899
CIV,2024,6747.038
HRV,1990,23399.736
HRV,1991,18812.943
HRV,1992,17020.238
HRV,1993,15570.403
HRV,1994,16301.754
HRV,1995,17522.75
HRV,1996,18849.98
HRV,1997,20110.514
HRV,1998,20575.975
HRV,1999,20489.678
HRV,2000,21302.25
HRV,2001,22826.625
HRV,2002,24137.115
HRV,2003,25473.906
HRV,2004,26528.887
HRV,2005,27641.207
HRV,2006,29035.53
HRV,2007,30508.28
HRV,2008,31113.865
HRV,2009,29024.76
HRV,2010,28702.004
HRV,2011,28769.33
HRV,2012,28259.346
HRV,2013,28397.855
HRV,2014,28456.736
HRV,2015,29466.7
HRV,2016,30821.164
HRV,2017,32348.934
HRV,2018,33729.906
HRV,2019,35122.85
HRV,2020,32493.312
HRV,2021,36930.285
HRV,2022,39864.01
HRV,2023,41320.203
HRV,2024,42829.2
CUW,2000,34307.125
CUW,2001,35339.066
CUW,2002,35435.996
CUW,2003,34812.79
CUW,2004,34288.74
CUW,2005,33651.504
CUW,2006,33334.855
CUW,2007,33490.254
CUW,2008,33795.13
CUW,2009,33397.4
CUW,2010,33004.555
CUW,2011,32704.355
CUW,2012,32320.877
CUW,2013,31753.385
CUW,2014,31128.646
CUW,2015,30861.32
CUW,2016,30209.79
CUW,2017,29729.102
CUW,2018,29256.814
CUW,2019,28659.656
CUW,2020,23669.771
CUW,2021,24905.768
CUW,2022,26734.646
CUW,2023,27617.92
CUW,2024,28762.059
CYP,1990,27666.65
CYP,1991,27159.04
CYP,1992,28931.936
CYP,1993,28439.332
CYP,1994,29500.746
CYP,1995,31393.377
CYP,1996,31282.738
CYP,1997,31656.96
CYP,1998,33182.125
CYP,1999,34452.867
CYP,2000,36121.816
CYP,2001,37146.996
CYP,2002,38090.934
CYP,2003,38617.973
CYP,2004,40020.09
CYP,2005,41362.266
CYP,2006,42595.38
CYP,2007,43823.94
CYP,2008,44295.812
CYP,2009,42253.562
CYP,2010,42102.457
CYP,2011,41212.86
CYP,2012,39190.383
CYP,2013,36650.723
CYP,2014,36105.05
CYP,2015,37258.652
CYP,2016,39501.016
CYP,2017,41418.16
CYP,2018,43510.21
CYP,2019,45454.363
CYP,2020,43402.54
CYP,2021,47632.77
CYP,2022,50623.797
CYP,2023,51453.727
CYP,2024,52635.582
CZE,1990,27918.137
CZE,1991,24734.77
CZE,1992,24584.33
CZE,1993,24573.992
CZE,1994,25279.791
CZE,1995,26869.02
CZE,1996,28021.67
CZE,1997,27884.74
CZE,1998,27801.44
CZE,1999,28213.455
CZE,2000,29427.406
CZE,2001,30399.873
CZE,2002,30919.549
CZE,2003,31949.297
CZE,2004,33452.34
CZE,2005,35535.746
CZE,2006,37786.88
CZE,2007,39629.008
CZE,2008,40328.344
CZE,2009,38175.14
CZE,2010,39097.387
CZE,2011,39708.164
CZE,2012,39347.05
CZE,2013,39317.555
CZE,2014,40158.016
CZE,2015,42066.574
CZE,2016,43069.465
CZE,2017,45177.523
CZE,2018,46301.082
CZE,2019,47763.617
CZE,2020,45119.938
CZE,2021,47796.035
CZE,2022,48390.66
CZE,2023,47558.41
CZE,2024,47963.9
COD,1990,2403.9702
COD,1991,2129.449
COD,1992,1842.5485
COD,1993,1538.3969
COD,1994,1410.0565
COD,1995,1362.1877
COD,1996,1322.5801
COD,1997,1228.3907
COD,1998,1176.0505
COD,1999,1088.6504
COD,2000,981.42206
COD,2001,930.85785
COD,2002,929.4528
COD,2003,953.0446
COD,2004,987.74695
COD,2005,1016.6339
COD,2006,1036.1333
COD,2007,1091.004
COD,2008,1136.9468
COD,2009,1108.5751
COD,2010,1158.0143
COD,2011,1205.7399
COD,2012,1267.2383
COD,2013,1342.7416
COD,2014,1392.7584
COD,2015,1433.2158
COD,2016,1388.8016
COD,2017,1395.7196
COD,2018,1431.7285
COD,2019,1394.7646
COD,2020,1361.028
COD,2021,1402.3856
COD,2022,1484.3384
COD,2023,1559.338
COD,2024,1602.075
DNK,1990,46200.477
DNK,1991,46752.67
DNK,1992,47540.926
DNK,1993,47345.414
DNK,1994,49684.137
DNK,1995,50927.547
DNK,1996,52106.562
DNK,1997,53534.613
DNK,1998,54581.414
DNK,1999,56015.355
DNK,2000,57907.504
DNK,2001,58248.555
DNK,2002,58327.83
DNK,2003,58425.965
DNK,2004,59893.094
DNK,2005,61137.68
DNK,2006,63262.742
DNK,2007,63604.562
DNK,2008,62968.16
DNK,2009,59516.508
DNK,2010,60190.633
DNK,2011,60729.055
DNK,2012,60497.69
DNK,2013,61085.03
DNK,2014,61552.8
DNK,2015,62405.715
DNK,2016,63823.45
DNK,2017,65352.4
DNK,2018,66238.7
DNK,2019,67131.47
DNK,2020,65744.44
DNK,2021,69715.18
DNK,2022,69475.32
DNK,2023,69379.22
DNK,2024,71431.29
DJI,2013,4469.074
DJI,2014,4705.0493
DJI,2015,4961.868
DJI,2016,5226.5005
DJI,2017,5421.9565
DJI,2018,5590.5044
DJI,2019,5809.3047
DJI,2020,5791.4775
DJI,2021,5960.108
DJI,2022,6180.68
DJI,2023,6510.6787
DJI,2024,6871.1245
DMA,1990,11311.552
DMA,1991,11518.765
DMA,1992,11747.611
DMA,1993,11982.859
DMA,1994,11979.399
DMA,1995,12343.9
DMA,1996,12737.897
DMA,1997,13037.149
DMA,1998,13563.453
DMA,1999,13661.679
DMA,2000,14054.655
DMA,2001,14091.549
DMA,2002,13640.703
DMA,2003,14398.002
DMA,2004,14962.246
DMA,2005,15080.5205
DMA,2006,15727.705
DMA,2007,16560.518
DMA,2008,17738.041
DMA,2009,17534.033
DMA,2010,17516.787
DMA,2011,17475.041
DMA,2012,17431.129
DMA,2013,17282.637
DMA,2014,17520.855
DMA,2015,16920.912
DMA,2016,17364.078
DMA,2017,16314.2295
DMA,2018,16877.125
DMA,2019,17619.434
DMA,2020,14919.531
DMA,2021,15808.975
DMA,2022,17550.8
DMA,2023,18278.225
DMA,2024,18739.363
DOM,1990,7327.7266
DOM,1991,7246.2466
DOM,1992,7900.768
DOM,1993,8318.492
DOM,1994,8372.071
DOM,1995,8685.017
DOM,1996,9036.884
DOM,1997,9671.148
DOM,1998,10150.446
DOM,1999,10582.077
DOM,2000,10896.318
DOM,2001,10991.137
DOM,2002,11313.069
DOM,2003,11000.868
DOM,2004,11131.2705
DOM,2005,12022.508
DOM,2006,12961.918
DOM,2007,13754.921
DOM,2008,14030.141
DOM,2009,13992.41
DOM,2010,14975.001
DOM,2011,15258.086
DOM,2012,15487.277
DOM,2013,16054.768
DOM,2014,16993.588
DOM,2015,17973.188
DOM,2016,18968.975
DOM,2017,19501.875
DOM,2018,20662.848
DOM,2019,21451.287
DOM,2020,19545.41
DOM,2021,22053.459
DOM,2022,22986.959
DOM,2023,23282.49
DOM,2024,24229.889
WB_EAP,1990,5756.0933
WB_EAP,1991,5988.0327
WB_EAP,1992,6222.934
WB_EAP,1993,6469.884
WB_EAP,1994,6784.153
WB_EAP,1995,7136.054
WB_EAP,1996,7492.9214
WB_EAP,1997,7741.4346
WB_EAP,1998,7650.917
WB_EAP,1999,7893.5933
WB_EAP,2000,8279.299
WB_EAP,2001,8512.431
WB_EAP,2002,8870.338
WB_EAP,2003,9295.639
WB_EAP,2004,9822.029
WB_EAP,2005,10389.535
WB_EAP,2006,11051.691
WB_EAP,2007,11869.004
WB_EAP,2008,12377.856
WB_EAP,2009,12714.224
WB_EAP,2010,13649.818
WB_EAP,2011,14359.679
WB_EAP,2012,15050.348
WB_EAP,2013,15769.158
WB_EAP,2014,16465.184
WB_EAP,2015,17172.613
WB_EAP,2016,17906.893
WB_EAP,2017,18741.928
WB_EAP,2018,19592.787
WB_EAP,2019,20360.18
WB_EAP,2020,20267.256
WB_EAP,2021,21508.496
WB_EAP,2022,22175.197
WB_EAP,2023,23098.934
WB_EAP,2024,24015.938
TLS,1990,2143.792
TLS,1991,2318.7942
TLS,1992,2493.9087
TLS,1993,2674.3992
TLS,1994,2786.6763
TLS,1995,2891.8647
TLS,1996,3038.2305
TLS,1997,3073.9705
TLS,1998,2931.481
TLS,1999,2136.6494
TLS,2000,3783.7834
TLS,2001,4038.336
TLS,2002,3480.9885
TLS,2003,3264.9465
TLS,2004,3234.9758
TLS,2005,3263.9446
TLS,2006,3038.9526
TLS,2007,3256.5698
TLS,2008,3530.8823
TLS,2009,3792.3582
TLS,2010,4047.2495
TLS,2011,4189.8
TLS,2012,4297.915
TLS,2013,4340.2783
TLS,2014,4445.3594
TLS,2015,4467.8003
TLS,2016,4515.423
TLS,2017,4290.0273
TLS,2018,4188.8413
TLS,2019,5103.1494
TLS,2020,6594.882
TLS,2021,6825.046
TLS,2022,5348.492
TLS,2023,4331.078
TLS,2024,3890.9575
ECU,1990,9104.816
ECU,1991,9292.618
ECU,1992,9291.371
ECU,1993,9284.315
ECU,1994,9494.175
ECU,1995,9525.177
ECU,1996,9509.275
ECU,1997,9739.267
ECU,1998,9876.751
ECU,1999,9242.967
ECU,2000,9183.052
ECU,2001,9405.117
ECU,2002,9697.556
ECU,2003,9802.814
ECU,2004,10290.663
ECU,2005,10660.205
ECU,2006,10933.49
ECU,2007,10952.822
ECU,2008,11474.525
ECU,2009,11403.527
ECU,2010,11665.698
ECU,2011,12449.078
ECU,2012,12961.026
ECU,2013,13689.152
ECU,2014,14064.799
ECU,2015,13881.57
ECU,2016,13586.516
ECU,2017,14179.153
ECU,2018,14083.507
ECU,2019,13870.489
ECU,2020,12440.326
ECU,2021,13507.444
ECU,2022,14186.639
ECU,2023,14343.019
ECU,2024,13935.539
EGY,1990,8006.6216
EGY,1991,7876.5527
EGY,1992,8034.5625
EGY,1993,8079.0547
EGY,1994,8221.047
EGY,1995,8423.578
EGY,1996,8662.331
EGY,1997,8950.654
EGY,1998,9245.479
EGY,1999,9588.859
EGY,2000,9981.628
EGY,2001,10117.333
EGY,2002,10143.506
EGY,2003,10250.377
EGY,2004,10451.821
EGY,2005,10700.609
EGY,2006,11211.832
EGY,2007,11782.006
EGY,2008,12391.585
EGY,2009,12728.081
EGY,2010,13128.988
EGY,2011,13082.427
EGY,2012,13076.806
EGY,2013,13058.075
EGY,2014,13136.365
EGY,2015,13425.912
EGY,2016,13727.32
EGY,2017,14018.36
EGY,2018,14488.209
EGY,2019,15026.568
EGY,2020,15309.236
EGY,2021,15579.016
EGY,2022,16360.391
EGY,2023,16691.387
EGY,2024,16798.152
SLV,1990,5976.0176
SLV,1991,5960.059
SLV,1992,6275.1875
SLV,1993,6553.0723
SLV,1994,6795.506
SLV,1995,7057.9204
SLV,1996,7062.3003
SLV,1997,7234.9443
SLV,1998,7381.1147
SLV,1999,7498.4673
SLV,2000,7545.4478
SLV,2001,7580.323
SLV,2002,7675.671
SLV,2003,7780.272
SLV,2004,7841.532
SLV,2005,8050.5347
SLV,2006,8404.247
SLV,2007,8548.835
SLV,2008,8704.806
SLV,2009,8494.498
SLV,2010,8648.93
SLV,2011,8943.062
SLV,2012,9165.42
SLV,2013,9327.564
SLV,2014,9451.744
SLV,2015,9646.154
SLV,2016,9863.761
SLV,2017,10064.794
SLV,2018,10297.203
SLV,2019,10543.938
SLV,2020,9692.449
SLV,2021,10809.714
SLV,2022,11085.618
SLV,2023,11424.6455
SLV,2024,11669.082
GNQ,1990,1122.8176
GNQ,1991,1070.8276
GNQ,1992,1390.4791
GNQ,1993,1487.812
GNQ,1994,1672.3455
GNQ,1995,1892.1166
GNQ,1996,3033.8403
GNQ,1997,7296.1
GNQ,1998,8684.657
GNQ,1999,10492.465
GNQ,2000,11767.471
GNQ,2001,18031.965
GNQ,2002,20242.432
GNQ,2003,21709.574
GNQ,2004,28225.986
GNQ,2005,31302.957
GNQ,2006,32251.768
GNQ,2007,35540.45
GNQ,2008,39994.617
GNQ,2009,38706.605
GNQ,2010,33668.875
GNQ,2011,34341.934
GNQ,2012,35711.492
GNQ,2013,32894.37
GNQ,2014,31765.9
GNQ,2015,27797.795
GNQ,2016,24435.064
GNQ,2017,22250.44
GNQ,2018,20165.48
GNQ,2019,18446.592
GNQ,2020,17089.154
GNQ,2021,16821.45
GNQ,2022,16932.771
GNQ,2023,15688.238
GNQ,2024,15454.429
EST,1990,19163.229
EST,1991,17718.955
EST,1992,14225.231
EST,1993,13758.295
EST,1994,13824.843
EST,1995,14710.969
EST,1996,15667.591
EST,1997,17915.453
EST,1998,18873.375
EST,1999,18737.898
EST,2000,20528.57
EST,2001,21874.695
EST,2002,23539.906
EST,2003,25487.533
EST,2004,27384.084
EST,2005,30164.006
EST,2006,33304.594
EST,2007,35989.863
EST,2008,34236.95
EST,2009,29284.404
EST,2010,30070.299
EST,2011,32456.121
EST,2012,33768.574
EST,2013,34484.223
EST,2014,35723.625
EST,2015,36356.44
EST,2016,37470.043
EST,2017,39533.465
EST,2018,40853.65
EST,2019,42218.96
EST,2020,40920.527
EST,2021,44251.54
EST,2022,43128.633
EST,2023,41288.617
EST,2024,41189.668
SWZ,1990,5447.739
SWZ,1991,5325.3525
SWZ,1992,5291.8965
SWZ,1993,5299.532
SWZ,1994,5427.35
SWZ,1995,5693.822
SWZ,1996,5796.6523
SWZ,1997,5876.803
SWZ,1998,5952.854
SWZ,1999,6062.348
SWZ,2000,6106.0747
SWZ,2001,6135.453
SWZ,2002,6335.8135
SWZ,2003,6578.302
SWZ,2004,6775.2217
SWZ,2005,7142.1924
SWZ,2006,7584.72
SWZ,2007,7866.731
SWZ,2008,7926.3794
SWZ,2009,7988.5977
SWZ,2010,8245.642
SWZ,2011,8350.892
SWZ,2012,8645.845
SWZ,2013,8951.058
SWZ,2014,9084.494
SWZ,2015,9186.653
SWZ,2016,9402.509
SWZ,2017,9660.552
SWZ,2018,9578.101
SWZ,2019,10099.586
SWZ,2020,9695.825
SWZ,2021,9990.435
SWZ,2022,9927.605
SWZ,2023,10181.504
SWZ,2024,10380.396
ETH,1990,874.3469
ETH,1991,777.52356
ETH,1992,680.8348
ETH,1993,743.7085
ETH,1994,741.17664
ETH,1995,760.26434
ETH,1996,826.99164
ETH,1997,826.0052
ETH,1998,772.7866
ETH,1999,787.67957
ETH,2000,810.27075
ETH,2001,851.3134
ETH,2002,838.29803
ETH,2003,795.77216
ETH,2004,877.1145
ETH,2005,952.11566
ETH,2006,1024.7291
ETH,2007,1109.1433
ETH,2008,1193.7473
ETH,2009,1262.464
ETH,2010,1381.1904
ETH,2011,1492.5339
ETH,2012,1576.7688
ETH,2013,1696.8651
ETH,2014,1821.3916
ETH,2015,1957.4146
ETH,2016,2084.8406
ETH,2017,2222.8281
ETH,2018,2311.165
ETH,2019,2437.9705
ETH,2020,2516.549
ETH,2021,2588.413
ETH,2022,2655.5928
ETH,2023,2757.9592
ETH,2024,2892.2222
WB_ECA,1990,28222.451
WB_ECA,1991,27734.74
WB_ECA,1992,26826.291
WB_ECA,1993,26191.488
WB_ECA,1994,25879.432
WB_ECA,1995,26218.557
WB_ECA,1996,26515.572
WB_ECA,1997,27222.135
WB_ECA,1998,27710.936
WB_ECA,1999,28487.771
WB_ECA,2000,29836.898
WB_ECA,2001,30559.861
WB_ECA,2002,31142.578
WB_ECA,2003,31861.031
WB_ECA,2004,33030.97
WB_ECA,2005,34028.66
WB_ECA,2006,35505.06
WB_ECA,2007,36985.766
WB_ECA,2008,37463.883
WB_ECA,2009,35515.92
WB_ECA,2010,36408.71
WB_ECA,2011,37348.582
WB_ECA,2012,37472.355
WB_ECA,2013,37739.586
WB_ECA,2014,38215.492
WB_ECA,2015,38658.89
WB_ECA,2016,39180.496
WB_ECA,2017,40232.266
WB_ECA,2018,41055.445
WB_ECA,2019,41747.723
WB_ECA,2020,39677.332
WB_ECA,2021,42315.387
WB_ECA,2022,43405.8
WB_ECA,2023,44089.508
WB_ECA,2024,44818.54
OWID_EU27,1990,33420.543
OWID_EU27,1991,33581.098
OWID_EU27,1992,33679.79
OWID_EU27,1993,33378.28
OWID_EU27,1994,34195.84
OWID_EU27,1995,35111.285
OWID_EU27,1996,35771.523
OWID_EU27,1997,36635.46
OWID_EU27,1998,37659.105
OWID_EU27,1999,38685.863
OWID_EU27,2000,40159.266
OWID_EU27,2001,41007.742
OWID_EU27,2002,41422.387
OWID_EU27,2003,41728.848
OWID_EU27,2004,42725.73
OWID_EU27,2005,43476.48
OWID_EU27,2006,44946.523
OWID_EU27,2007,46274.406
OWID_EU27,2008,46520.37
OWID_EU27,2009,44429.824
OWID_EU27,2010,45250.39
OWID_EU27,2011,46205.207
OWID_EU27,2012,45787.934
OWID_EU27,2013,45723.977
OWID_EU27,2014,46454.75
OWID_EU27,2015,47490.676
OWID_EU27,2016,48336.277
OWID_EU27,2017,49704.03
OWID_EU27,2018,50706.367
OWID_EU27,2019,51662.36
OWID_EU27,2020,48770.375
OWID_EU27,2021,51969.965
OWID_EU27,2022,53777.477
OWID_EU27,2023,53869.324
OWID_EU27,2024,54337.918
FRO,2008,54263.33
FRO,2009,51533.543
FRO,2010,51479.195
FRO,2011,53440.336
FRO,2012,57523.324
FRO,2013,60948.77
FRO,2014,64018.094
FRO,2015,64008.85
FRO,2016,64155.027
FRO,2017,65460.605
FRO,2018,66193.34
FRO,2019,68134.03
FRO,2020,66032.914
FRO,2021,68426.8
FRO,2022,70256.72
FRO,2023,71807.31
FRO,2024,72059.58
FJI,1990,7820.7173
FJI,1991,7547.678
FJI,1992,7950.0664
FJI,1993,8067.8047
FJI,1994,8432.299
FJI,1995,8600.093
FJI,1996,8956.351
FJI,1997,8669.252
FJI,1998,8673.878
FJI,1999,9328.606
FJI,2000,9070.993
FJI,2001,9157.809
FJI,2002,9357.754
FJI,2003,9361.464
FJI,2004,9766.527
FJI,2005,9745.581
FJI,2006,9837.086
FJI,2007,9672.29
FJI,2008,9711.966
FJI,2009,9536.817
FJI,2010,9784.304
FJI,2011,10020.695
FJI,2012,10140.693
FJI,2013,10604.156
FJI,2014,11183.313
FJI,2015,11674.063
FJI,2016,11951.92
FJI,2017,12597.327
FJI,2018,13100.096
FJI,2019,13056.331
FJI,2020,10812.035
FJI,2021,10322.428
FJI,2022,12118.318
FJI,2023,13194.805
FJI,2024,13592.464
FIN,1990,38807.117
FIN,1991,36326.082
FIN,1992,34926.383
FIN,1993,34486.754
FIN,1994,35699.72
FIN,1995,37069.63
FIN,1996,38301.51
FIN,1997,40630.92
FIN,1998,42733.445
FIN,1999,44505.71
FIN,2000,46968.84
FIN,2001,48099.3
FIN,2002,48792.49
FIN,2003,49655.547
FIN,2004,51494.707
FIN,2005,52744.047
FIN,2006,54653.98
FIN,2007,57313.293
FIN,2008,57494.586
FIN,2009,52599.15
FIN,2010,54017.945
FIN,2011,55053.39
FIN,2012,53957.668
FIN,2013,53183.43
FIN,2014,52710.734
FIN,2015,52782.49
FIN,2016,53984.633
FIN,2017,55637.227
FIN,2018,56226.336
FIN,2019,56922.49
FIN,2020,55424.86
FIN,2021,56790.375
FIN,2022,57068.305
FIN,2023,56250.88
FIN,2024,56123.15
